edge_index,mcu_pa9_time_s,pi_irq_marker_time_s,delta_us
2942,2.9422101,2.9422136,3.50
2943,2.9432100,2.9432135,3.50
2944,2.9442100,2.9442134,3.40
2945,2.9452099,2.9452134,3.50
2946,2.9462098,2.9462133,3.50
2947,2.9472098,2.9472133,3.50
2948,2.9482097,2.9482132,3.50
2949,2.9492096,2.9492131,3.50
2950,2.9502096,2.9502131,3.50
2951,2.9512095,2.9512130,3.50
2952,2.9522095,2.9522130,3.50
2953,2.9532094,2.9532129,3.50
2954,2.9542093,2.9542128,3.50
2955,2.9552093,2.9552128,3.50
2956,2.9562092,2.9562127,3.50
2957,2.9572091,2.9572126,3.50
2958,2.9582091,2.9582126,3.50
2959,2.9592090,2.9592125,3.50
2960,2.9602090,2.9602124,3.40
2961,2.9612089,2.9612124,3.50
2962,2.9622088,2.9622123,3.50
2963,2.9632088,2.9632123,3.50
2964,2.9642087,2.9642122,3.50
2965,2.9652086,2.9652121,3.50
2966,2.9662086,2.9662120,3.40
2967,2.9672085,2.9672120,3.50
2968,2.9682085,2.9682119,3.40
2969,2.9692084,2.9692119,3.50
2970,2.9702083,2.9702118,3.50
2971,2.9712083,2.9712117,3.40
2972,2.9722082,2.9722117,3.50
2973,2.9732081,2.9732117,3.60
2974,2.9742081,2.9742115,3.40
2975,2.9752080,2.9752115,3.50
2976,2.9762079,2.9762114,3.50
2977,2.9772079,2.9772114,3.50
2978,2.9782078,2.9782113,3.50
2979,2.9792078,2.9792113,3.50
2980,2.9802077,2.9802112,3.50
2981,2.9812076,2.9812111,3.50
2982,2.9822076,2.9822110,3.40
2983,2.9832075,2.9832110,3.50
2984,2.9842074,2.9842109,3.50
2985,2.9852074,2.9852109,3.50
2986,2.9862073,2.9862108,3.50
2987,2.9872072,2.9872108,3.60
2988,2.9882072,2.9882107,3.50
2989,2.9892071,2.9892106,3.50
2990,2.9902071,2.9902106,3.50
2991,2.9912070,2.9912105,3.50
2992,2.9922069,2.9922105,3.60
2993,2.9932069,2.9932104,3.50
2994,2.9942068,2.9942103,3.50
2995,2.9952067,2.9952102,3.50
2996,2.9962067,2.9962102,3.50
2997,2.9972066,2.9972101,3.50
2998,2.9982066,2.9982101,3.50
2999,2.9992065,2.9992100,3.50
3000,3.0002064,3.0002100,3.60
3001,3.0012064,3.0012098,3.40
3002,3.0022063,3.0022098,3.50
3003,3.0032062,3.0032097,3.50
3004,3.0042062,3.0042097,3.50
3005,3.0052061,3.0052096,3.50
3006,3.0062060,3.0062095,3.50
3007,3.0072060,3.0072094,3.40
3008,3.0082059,3.0082094,3.50
3009,3.0092059,3.0092093,3.40
3010,3.0102058,3.0102093,3.50
3011,3.0112057,3.0112093,3.60
3012,3.0122057,3.0122092,3.50
3013,3.0132056,3.0132091,3.50
3014,3.0142055,3.0142090,3.50
3015,3.0152055,3.0152090,3.50
3016,3.0162054,3.0162089,3.50
3017,3.0172053,3.0172140,8.70
3018,3.0182053,3.0182088,3.50
3019,3.0192052,3.0192139,8.70
3020,3.0202052,3.0202087,3.50
3021,3.0212051,3.0212086,3.50
3022,3.0222050,3.0222085,3.50
3023,3.0232050,3.0232085,3.50
3024,3.0242049,3.0242084,3.50
3025,3.0252048,3.0252083,3.50
3026,3.0262048,3.0262083,3.50
3027,3.0272047,3.0272082,3.50
3028,3.0282047,3.0282081,3.40
3029,3.0292046,3.0292081,3.50
3030,3.0302045,3.0302081,3.60
3031,3.0312045,3.0312080,3.50
3032,3.0322044,3.0322079,3.50
3033,3.0332043,3.0332078,3.50
3034,3.0342043,3.0342078,3.50
3035,3.0352042,3.0352077,3.50
3036,3.0362042,3.0362077,3.50
3037,3.0372041,3.0372076,3.50
3038,3.0382040,3.0382075,3.50
3039,3.0392040,3.0392074,3.40
3040,3.0402039,3.0402074,3.50
3041,3.0412038,3.0412073,3.50
3042,3.0422038,3.0422072,3.40
3043,3.0432037,3.0432072,3.50
3044,3.0442036,3.0442072,3.60
3045,3.0452036,3.0452071,3.50
3046,3.0462035,3.0462070,3.50
3047,3.0472035,3.0472069,3.40
3048,3.0482034,3.0482069,3.50
3049,3.0492033,3.0492068,3.50
3050,3.0502033,3.0502068,3.50
3051,3.0512032,3.0512067,3.50
3052,3.0522031,3.0522066,3.50
3053,3.0532031,3.0532066,3.50
3054,3.0542030,3.0542065,3.50
3055,3.0552029,3.0552065,3.60
3056,3.0562029,3.0562064,3.50
3057,3.0572028,3.0572063,3.50
3058,3.0582028,3.0582062,3.40
3059,3.0592027,3.0592062,3.50
3060,3.0602026,3.0602061,3.50
3061,3.0612026,3.0612061,3.50
3062,3.0622025,3.0622060,3.50
3063,3.0632024,3.0632059,3.50
3064,3.0642024,3.0642058,3.40
3065,3.0652023,3.0652058,3.50
3066,3.0662023,3.0662057,3.40
3067,3.0672022,3.0672057,3.50
3068,3.0682021,3.0682056,3.50
3069,3.0692021,3.0692055,3.40
3070,3.0702020,3.0702055,3.50
3071,3.0712019,3.0712054,3.50
3072,3.0722019,3.0722054,3.50
3073,3.0732018,3.0732053,3.50
3074,3.0742018,3.0742052,3.40
3075,3.0752017,3.0752052,3.50
3076,3.0762016,3.0762051,3.50
3077,3.0772016,3.0772050,3.40
3078,3.0782015,3.0782050,3.50
3079,3.0792014,3.0792049,3.50
3080,3.0802014,3.0802049,3.50
3081,3.0812013,3.0812048,3.50
3082,3.0822012,3.0822047,3.50
3083,3.0832012,3.0832047,3.50
3084,3.0842011,3.0842046,3.50
3085,3.0852011,3.0852046,3.50
3086,3.0862010,3.0862045,3.50
3087,3.0872009,3.0872044,3.50
3088,3.0882009,3.0882043,3.40
3089,3.0892008,3.0892043,3.50
3090,3.0902007,3.0902043,3.60
3091,3.0912007,3.0912041,3.40
3092,3.0922006,3.0922041,3.50
3093,3.0932005,3.0932040,3.50
3094,3.0942005,3.0942040,3.50
3095,3.0952004,3.0952039,3.50
3096,3.0962004,3.0962039,3.50
3097,3.0972003,3.0972038,3.50
3098,3.0982002,3.0982037,3.50
3099,3.0992002,3.0992036,3.40
3100,3.1002001,3.1002036,3.50
3101,3.1012000,3.1012035,3.50
3102,3.1022000,3.1022034,3.40
3103,3.1031999,3.1032034,3.50
3104,3.1041999,3.1042033,3.40
3105,3.1051998,3.1052033,3.50
3106,3.1061997,3.1062032,3.50
3107,3.1071997,3.1072031,3.40
3108,3.1081996,3.1082031,3.50
3109,3.1091995,3.1092030,3.50
3110,3.1101995,3.1102030,3.50
3111,3.1111994,3.1112029,3.50
3112,3.1121993,3.1122029,3.60
3113,3.1131993,3.1132028,3.50
3114,3.1141992,3.1142027,3.50
3115,3.1151992,3.1152026,3.40
3116,3.1161991,3.1162026,3.50
3117,3.1171990,3.1172025,3.50
3118,3.1181990,3.1182024,3.40
3119,3.1191989,3.1192024,3.50
3120,3.1201988,3.1202023,3.50
3121,3.1211988,3.1212023,3.50
3122,3.1221987,3.1222022,3.50
3123,3.1231987,3.1232021,3.40
3124,3.1241986,3.1242021,3.50
3125,3.1251985,3.1252020,3.50
3126,3.1261985,3.1262019,3.40
3127,3.1271984,3.1272019,3.50
3128,3.1281983,3.1282018,3.50
3129,3.1291983,3.1292018,3.50
3130,3.1301982,3.1302017,3.50
3131,3.1311981,3.1312016,3.50
3132,3.1321981,3.1322015,3.40
3133,3.1331980,3.1332015,3.50
3134,3.1341980,3.1342014,3.40
3135,3.1351979,3.1352014,3.50
3136,3.1361978,3.1362013,3.50
3137,3.1371978,3.1372012,3.40
3138,3.1381977,3.1382012,3.50
3139,3.1391976,3.1392011,3.50
3140,3.1401976,3.1402011,3.50
3141,3.1411975,3.1412010,3.50
3142,3.1421975,3.1422009,3.40
3143,3.1431974,3.1432009,3.50
3144,3.1441973,3.1442008,3.50
3145,3.1451973,3.1452059,8.60
3146,3.1461972,3.1462007,3.50
3147,3.1471971,3.1472058,8.70
3148,3.1481971,3.1482006,3.50
3149,3.1491970,3.1492005,3.50
3150,3.1501970,3.1502004,3.40
3151,3.1511969,3.1512004,3.50
3152,3.1521968,3.1522003,3.50
3153,3.1531968,3.1532002,3.40
3154,3.1541967,3.1542002,3.50
3155,3.1551966,3.1552001,3.50
3156,3.1561966,3.1562001,3.50
3157,3.1571965,3.1572000,3.50
3158,3.1581965,3.1581999,3.40
3159,3.1591964,3.1591999,3.50
3160,3.1601963,3.1601998,3.50
3161,3.1611963,3.1611998,3.50
3162,3.1621962,3.1621997,3.50
3163,3.1631961,3.1631996,3.50
3164,3.1641961,3.1641996,3.50
3165,3.1651960,3.1651995,3.50
3166,3.1661960,3.1661995,3.50
3167,3.1671959,3.1671994,3.50
3168,3.1681958,3.1681993,3.50
3169,3.1691958,3.1691993,3.50
3170,3.1701957,3.1701992,3.50
3171,3.1711956,3.1711991,3.50
3172,3.1721956,3.1721991,3.50
3173,3.1731955,3.1731990,3.50
3174,3.1741954,3.1741989,3.50
3175,3.1751954,3.1751989,3.50
3176,3.1761953,3.1761989,3.60
3177,3.1771953,3.1771988,3.50
3178,3.1781952,3.1781987,3.50
3179,3.1791951,3.1791986,3.50
3180,3.1801951,3.1801986,3.50
3181,3.1811950,3.1811985,3.50
3182,3.1821949,3.1821984,3.50
3183,3.1831949,3.1831983,3.40
3184,3.1841948,3.1841983,3.50
3185,3.1851948,3.1851982,3.40
3186,3.1861947,3.1861982,3.50
3187,3.1871946,3.1871981,3.50
3188,3.1881946,3.1881980,3.40
3189,3.1891945,3.1891980,3.50
3190,3.1901944,3.1901979,3.50
3191,3.1911944,3.1911978,3.40
3192,3.1921943,3.1921978,3.50
3193,3.1931943,3.1931977,3.40
3194,3.1941942,3.1941977,3.50
3195,3.1951941,3.1951976,3.50
3196,3.1961941,3.1961976,3.50
3197,3.1971940,3.1971975,3.50
3198,3.1981939,3.1981974,3.50
3199,3.1991939,3.1991974,3.50
3200,3.2001938,3.2001973,3.50
3201,3.2011938,3.2011972,3.40
3202,3.2021937,3.2021972,3.50
3203,3.2031936,3.2031971,3.50
3204,3.2041936,3.2041970,3.40
3205,3.2051935,3.2051970,3.50
3206,3.2061934,3.2061969,3.50
3207,3.2071934,3.2071969,3.50
3208,3.2081933,3.2081968,3.50
3209,3.2091933,3.2091967,3.40
3210,3.2101932,3.2101967,3.50
3211,3.2111931,3.2111966,3.50
3212,3.2121931,3.2121965,3.40
3213,3.2131930,3.2131965,3.50
3214,3.2141929,3.2141964,3.50
3215,3.2151929,3.2151964,3.50
3216,3.2161928,3.2161963,3.50
3217,3.2171928,3.2171962,3.40
3218,3.2181927,3.2181962,3.50
3219,3.2191926,3.2191961,3.50
3220,3.2201926,3.2201960,3.40
3221,3.2211925,3.2211960,3.50
3222,3.2221924,3.2221959,3.50
3223,3.2231924,3.2231959,3.50
3224,3.2241923,3.2241958,3.50
3225,3.2251923,3.2251957,3.40
3226,3.2261922,3.2261957,3.50
3227,3.2271921,3.2271956,3.50
3228,3.2281921,3.2281955,3.40
3229,3.2291920,3.2291955,3.50
3230,3.2301919,3.2301954,3.50
3231,3.2311919,3.2311954,3.50
3232,3.2321918,3.2321953,3.50
3233,3.2331918,3.2331952,3.40
3234,3.2341917,3.2341952,3.50
3235,3.2351916,3.2351951,3.50
3236,3.2361916,3.2361950,3.40
3237,3.2371915,3.2371950,3.50
3238,3.2381914,3.2381950,3.60
3239,3.2391914,3.2391948,3.40
3240,3.2401913,3.2401948,3.50
3241,3.2411913,3.2411947,3.40
3242,3.2421912,3.2421947,3.50
3243,3.2431911,3.2431946,3.50
3244,3.2441911,3.2441945,3.40
3245,3.2451910,3.2451945,3.50
3246,3.2461909,3.2461944,3.50
3247,3.2471909,3.2471944,3.50
3248,3.2481908,3.2481943,3.50
3249,3.2491908,3.2491942,3.40
3250,3.2501907,3.2501942,3.50
3251,3.2511906,3.2511941,3.50
3252,3.2521906,3.2521940,3.40
3253,3.2531905,3.2531940,3.50
3254,3.2541904,3.2541939,3.50
3255,3.2551904,3.2551938,3.40
3256,3.2561903,3.2561938,3.50
3257,3.2571903,3.2571937,3.40
3258,3.2581902,3.2581937,3.50
3259,3.2591901,3.2591936,3.50
3260,3.2601901,3.2601936,3.50
3261,3.2611900,3.2611935,3.50
3262,3.2621899,3.2621934,3.50
3263,3.2631899,3.2631933,3.40
3264,3.2641898,3.2641933,3.50
3265,3.2651898,3.2651932,3.40
3266,3.2661897,3.2661932,3.50
3267,3.2671896,3.2671931,3.50
3268,3.2681896,3.2681930,3.40
3269,3.2691895,3.2691930,3.50
3270,3.2701894,3.2701929,3.50
3271,3.2711894,3.2711928,3.40
3272,3.2721893,3.2721928,3.50
3273,3.2731893,3.2731927,3.40
3274,3.2741892,3.2741927,3.50
3275,3.2751891,3.2751926,3.50
3276,3.2761891,3.2761925,3.40
3277,3.2771890,3.2771925,3.50
3278,3.2781889,3.2781924,3.50
3279,3.2791889,3.2791923,3.40
3280,3.2801888,3.2801923,3.50
3281,3.2811887,3.2811922,3.50
3282,3.2821887,3.2821922,3.50
3283,3.2831886,3.2831921,3.50
3284,3.2841886,3.2841920,3.40
3285,3.2851885,3.2851920,3.50
3286,3.2861884,3.2861919,3.50
3287,3.2871884,3.2871919,3.50
3288,3.2881883,3.2881918,3.50
3289,3.2891882,3.2891917,3.50
3290,3.2901882,3.2901916,3.40
3291,3.2911881,3.2911916,3.50
3292,3.2921881,3.2921915,3.40
3293,3.2931880,3.2931915,3.50
3294,3.2941879,3.2941914,3.50
3295,3.2951879,3.2951913,3.40
3296,3.2961878,3.2961913,3.50
3297,3.2971877,3.2971912,3.50
3298,3.2981877,3.2981912,3.50
3299,3.2991876,3.2991911,3.50
3300,3.3001876,3.3001910,3.40
3301,3.3011875,3.3011910,3.50
3302,3.3021874,3.3021909,3.50
3303,3.3031874,3.3031908,3.40
3304,3.3041873,3.3041908,3.50
3305,3.3051872,3.3051907,3.50
3306,3.3061872,3.3061907,3.50
3307,3.3071871,3.3071906,3.50
3308,3.3081871,3.3081905,3.40
3309,3.3091870,3.3091905,3.50
3310,3.3101869,3.3101904,3.50
3311,3.3111869,3.3111903,3.40
3312,3.3121868,3.3121903,3.50
3313,3.3131867,3.3131902,3.50
3314,3.3141867,3.3141902,3.50
3315,3.3151866,3.3151901,3.50
3316,3.3161866,3.3161900,3.40
3317,3.3171865,3.3171900,3.50
3318,3.3181864,3.3181899,3.50
3319,3.3191864,3.3191899,3.50
3320,3.3201863,3.3201898,3.50
3321,3.3211862,3.3211897,3.50
3322,3.3221862,3.3221897,3.50
3323,3.3231861,3.3231896,3.50
3324,3.3241861,3.3241895,3.40
3325,3.3251860,3.3251895,3.50
3326,3.3261859,3.3261894,3.50
3327,3.3271859,3.3271893,3.40
3328,3.3281858,3.3281893,3.50
3329,3.3291857,3.3291892,3.50
3330,3.3301857,3.3301892,3.50
3331,3.3311856,3.3311891,3.50
3332,3.3321856,3.3321891,3.50
3333,3.3331855,3.3331890,3.50
3334,3.3341854,3.3341889,3.50
3335,3.3351854,3.3351888,3.40
3336,3.3361853,3.3361888,3.50
3337,3.3371852,3.3371887,3.50
3338,3.3381852,3.3381886,3.40
3339,3.3391851,3.3391886,3.50
3340,3.3401851,3.3401885,3.40
3341,3.3411850,3.3411885,3.50
3342,3.3421849,3.3421884,3.50
3343,3.3431849,3.3431884,3.50
3344,3.3441848,3.3441882,3.40
3345,3.3451847,3.3451882,3.50
3346,3.3461847,3.3461882,3.50
3347,3.3471846,3.3471933,8.70
3348,3.3481846,3.3481880,3.40
3349,3.3491845,3.3491931,8.60
3350,3.3501844,3.3501879,3.50
3351,3.3511844,3.3511931,8.70
3352,3.3521843,3.3521878,3.50
3353,3.3531842,3.3531929,8.70
3354,3.3541842,3.3541877,3.50
3355,3.3551841,3.3551928,8.70
3356,3.3561841,3.3561875,3.40
3357,3.3571840,3.3571927,8.70
3358,3.3581839,3.3581874,3.50
3359,3.3591839,3.3591925,8.60
3360,3.3601838,3.3601873,3.50
3361,3.3611837,3.3611872,3.50
3362,3.3621837,3.3621872,3.50
3363,3.3631836,3.3631871,3.50
3364,3.3641836,3.3641870,3.40
3365,3.3651835,3.3651870,3.50
3366,3.3661834,3.3661869,3.50
3367,3.3671834,3.3671868,3.40
3368,3.3681833,3.3681868,3.50
3369,3.3691832,3.3691867,3.50
3370,3.3701832,3.3701866,3.40
3371,3.3711831,3.3711866,3.50
3372,3.3721831,3.3721865,3.40
3373,3.3731830,3.3731865,3.50
3374,3.3741829,3.3741864,3.50
3375,3.3751829,3.3751863,3.40
3376,3.3761828,3.3761863,3.50
3377,3.3771827,3.3771862,3.50
3378,3.3781827,3.3781862,3.50
3379,3.3791826,3.3791861,3.50
3380,3.3801826,3.3801860,3.40
3381,3.3811825,3.3811860,3.50
3382,3.3821824,3.3821859,3.50
3383,3.3831824,3.3831858,3.40
3384,3.3841823,3.3841858,3.50
3385,3.3851822,3.3851857,3.50
3386,3.3861822,3.3861856,3.40
3387,3.3871821,3.3871856,3.50
3388,3.3881821,3.3881855,3.40
3389,3.3891820,3.3891855,3.50
3390,3.3901819,3.3901854,3.50
3391,3.3911819,3.3911853,3.40
3392,3.3921818,3.3921853,3.50
3393,3.3931817,3.3931852,3.50
3394,3.3941817,3.3941851,3.40
3395,3.3951816,3.3951851,3.50
3396,3.3961816,3.3961850,3.40
3397,3.3971815,3.3971850,3.50
3398,3.3981814,3.3981849,3.50
3399,3.3991814,3.3991848,3.40
3400,3.4001813,3.4001848,3.50
3401,3.4011812,3.4011847,3.50
3402,3.4021812,3.4021846,3.40
3403,3.4031811,3.4031846,3.50
3404,3.4041811,3.4041845,3.40
3405,3.4051810,3.4051845,3.50
3406,3.4061809,3.4061844,3.50
3407,3.4071809,3.4071843,3.40
3408,3.4081808,3.4081843,3.50
3409,3.4091807,3.4091842,3.50
3410,3.4101807,3.4101841,3.40
3411,3.4111806,3.4111841,3.50
3412,3.4121805,3.4121840,3.50
3413,3.4131805,3.4131840,3.50
3414,3.4141804,3.4141839,3.50
3415,3.4151804,3.4151838,3.40
3416,3.4161803,3.4161838,3.50
3417,3.4171802,3.4171837,3.50
3418,3.4181802,3.4181836,3.40
3419,3.4191801,3.4191836,3.50
3420,3.4201800,3.4201835,3.50
3421,3.4211800,3.4211835,3.50
3422,3.4221799,3.4221834,3.50
3423,3.4231799,3.4231834,3.50
3424,3.4241798,3.4241833,3.50
3425,3.4251797,3.4251832,3.50
3426,3.4261797,3.4261832,3.50
3427,3.4271796,3.4271831,3.50
3428,3.4281795,3.4281830,3.50
3429,3.4291795,3.4291829,3.40
3430,3.4301794,3.4301829,3.50
3431,3.4311794,3.4311829,3.50
3432,3.4321793,3.4321828,3.50
3433,3.4331792,3.4331827,3.50
3434,3.4341792,3.4341826,3.40
3435,3.4351791,3.4351826,3.50
3436,3.4361790,3.4361825,3.50
3437,3.4371790,3.4371825,3.50
3438,3.4381789,3.4381824,3.50
3439,3.4391789,3.4391823,3.40
3440,3.4401788,3.4401823,3.50
3441,3.4411787,3.4411822,3.50
3442,3.4421787,3.4421822,3.50
3443,3.4431786,3.4431821,3.50
3444,3.4441785,3.4441821,3.60
3445,3.4451785,3.4451820,3.50
3446,3.4461784,3.4461819,3.50
3447,3.4471784,3.4471820,3.60
3448,3.4481783,3.4481818,3.50
3449,3.4491782,3.4491817,3.50
3450,3.4501782,3.4501816,3.40
3451,3.4511781,3.4511816,3.50
3452,3.4521780,3.4521815,3.50
3453,3.4531780,3.4531814,3.40
3454,3.4541779,3.4541814,3.50
3455,3.4551779,3.4551813,3.40
3456,3.4561778,3.4561813,3.50
3457,3.4571777,3.4571812,3.50
3458,3.4581777,3.4581812,3.50
3459,3.4591776,3.4591811,3.50
3460,3.4601775,3.4601811,3.60
3461,3.4611775,3.4611809,3.40
3462,3.4621774,3.4621809,3.50
3463,3.4631774,3.4631808,3.40
3464,3.4641773,3.4641808,3.50
3465,3.4651772,3.4651807,3.50
3466,3.4661772,3.4661807,3.50
3467,3.4671771,3.4671806,3.50
3468,3.4681770,3.4681805,3.50
3469,3.4691770,3.4691805,3.50
3470,3.4701769,3.4701804,3.50
3471,3.4711769,3.4711803,3.40
3472,3.4721768,3.4721803,3.50
3473,3.4731767,3.4731802,3.50
3474,3.4741767,3.4741802,3.50
3475,3.4751766,3.4751801,3.50
3476,3.4761765,3.4761800,3.50
3477,3.4771765,3.4771800,3.50
3478,3.4781764,3.4781799,3.50
3479,3.4791763,3.4791798,3.50
3480,3.4801763,3.4801798,3.50
3481,3.4811762,3.4811797,3.50
3482,3.4821762,3.4821796,3.40
3483,3.4831761,3.4831796,3.50
3484,3.4841760,3.4841796,3.60
3485,3.4851760,3.4851795,3.50
3486,3.4861759,3.4861794,3.50
3487,3.4871758,3.4871794,3.60
3488,3.4881758,3.4881793,3.50
3489,3.4891757,3.4891792,3.50
3490,3.4901757,3.4901791,3.40
3491,3.4911756,3.4911791,3.50
3492,3.4921755,3.4921790,3.50
3493,3.4931755,3.4931790,3.50
3494,3.4941754,3.4941789,3.50
3495,3.4951753,3.4951788,3.50
3496,3.4961753,3.4961788,3.50
3497,3.4971752,3.4971787,3.50
3498,3.4981752,3.4981787,3.50
3499,3.4991751,3.4991786,3.50
3500,3.5001750,3.5001786,3.60
3501,3.5011750,3.5011785,3.50
3502,3.5021749,3.5021784,3.50
3503,3.5031748,3.5031783,3.50
3504,3.5041748,3.5041783,3.50
3505,3.5051747,3.5051782,3.50
3506,3.5061747,3.5061781,3.40
3507,3.5071746,3.5071781,3.50
3508,3.5081745,3.5081780,3.50
3509,3.5091745,3.5091779,3.40
3510,3.5101744,3.5101779,3.50
3511,3.5111743,3.5111779,3.60
3512,3.5121743,3.5121778,3.50
3513,3.5131742,3.5131777,3.50
3514,3.5141742,3.5141777,3.50
3515,3.5151741,3.5151776,3.50
3516,3.5161740,3.5161775,3.50
3517,3.5171740,3.5171774,3.40
3518,3.5181739,3.5181774,3.50
3519,3.5191738,3.5191773,3.50
3520,3.5201738,3.5201773,3.50
3521,3.5211737,3.5211772,3.50
3522,3.5221737,3.5221771,3.40
3523,3.5231736,3.5231771,3.50
3524,3.5241735,3.5241770,3.50
3525,3.5251735,3.5251769,3.40
3526,3.5261734,3.5261769,3.50
3527,3.5271733,3.5271768,3.50
3528,3.5281733,3.5281768,3.50
3529,3.5291732,3.5291819,8.70
3530,3.5301732,3.5301766,3.40
3531,3.5311731,3.5311818,8.70
3532,3.5321730,3.5321766,3.60
3533,3.5331730,3.5331764,3.40
3534,3.5341729,3.5341764,3.50
3535,3.5351728,3.5351763,3.50
3536,3.5361728,3.5361763,3.50
3537,3.5371727,3.5371762,3.50
3538,3.5381727,3.5381761,3.40
3539,3.5391726,3.5391761,3.50
3540,3.5401725,3.5401760,3.50
3541,3.5411725,3.5411760,3.50
3542,3.5421724,3.5421759,3.50
3543,3.5431723,3.5431758,3.50
3544,3.5441723,3.5441757,3.40
3545,3.5451722,3.5451757,3.50
3546,3.5461722,3.5461756,3.40
3547,3.5471721,3.5471756,3.50
3548,3.5481720,3.5481755,3.50
3549,3.5491720,3.5491754,3.40
3550,3.5501719,3.5501754,3.50
3551,3.5511718,3.5511753,3.50
3552,3.5521718,3.5521753,3.50
3553,3.5531717,3.5531752,3.50
3554,3.5541717,3.5541751,3.40
3555,3.5551716,3.5551751,3.50
3556,3.5561715,3.5561750,3.50
3557,3.5571715,3.5571749,3.40
3558,3.5581714,3.5581749,3.50
3559,3.5591713,3.5591749,3.60
3560,3.5601713,3.5601747,3.40
3561,3.5611712,3.5611747,3.50
3562,3.5621712,3.5621746,3.40
3563,3.5631711,3.5631746,3.50
3564,3.5641710,3.5641745,3.50
3565,3.5651710,3.5651744,3.40
3566,3.5661709,3.5661744,3.50
3567,3.5671708,3.5671743,3.50
3568,3.5681708,3.5681743,3.50
3569,3.5691707,3.5691742,3.50
3570,3.5701707,3.5701741,3.40
3571,3.5711706,3.5711741,3.50
3572,3.5721705,3.5721740,3.50
3573,3.5731705,3.5731739,3.40
3574,3.5741704,3.5741739,3.50
3575,3.5751703,3.5751738,3.50
3576,3.5761703,3.5761737,3.40
3577,3.5771702,3.5771737,3.50
3578,3.5781702,3.5781736,3.40
3579,3.5791701,3.5791736,3.50
3580,3.5801700,3.5801735,3.50
3581,3.5811700,3.5811734,3.40
3582,3.5821699,3.5821734,3.50
3583,3.5831698,3.5831733,3.50
3584,3.5841698,3.5841732,3.40
3585,3.5851697,3.5851732,3.50
3586,3.5861696,3.5861731,3.50
3587,3.5871696,3.5871731,3.50
3588,3.5881695,3.5881730,3.50
3589,3.5891695,3.5891729,3.40
3590,3.5901694,3.5901729,3.50
3591,3.5911693,3.5911728,3.50
3592,3.5921693,3.5921727,3.40
3593,3.5931692,3.5931727,3.50
3594,3.5941691,3.5941726,3.50
3595,3.5951691,3.5951726,3.50
3596,3.5961690,3.5961725,3.50
3597,3.5971690,3.5971724,3.40
3598,3.5981689,3.5981724,3.50
3599,3.5991688,3.5991723,3.50
3600,3.6001688,3.6001723,3.50
3601,3.6011687,3.6011722,3.50
3602,3.6021686,3.6021721,3.50
3603,3.6031686,3.6031721,3.50
3604,3.6041685,3.6041720,3.50
3605,3.6051685,3.6051719,3.40
3606,3.6061684,3.6061719,3.50
3607,3.6071683,3.6071718,3.50
3608,3.6081683,3.6081718,3.50
3609,3.6091682,3.6091717,3.50
3610,3.6101681,3.6101716,3.50
3611,3.6111681,3.6111716,3.50
3612,3.6121680,3.6121715,3.50
3613,3.6131680,3.6131715,3.50
3614,3.6141679,3.6141714,3.50
3615,3.6151678,3.6151714,3.60
3616,3.6161678,3.6161712,3.40
3617,3.6171677,3.6171712,3.50
3618,3.6181676,3.6181711,3.50
3619,3.6191676,3.6191710,3.40
3620,3.6201675,3.6201710,3.50
3621,3.6211675,3.6211709,3.40
3622,3.6221674,3.6221708,3.40
3623,3.6231673,3.6231708,3.50
3624,3.6241673,3.6241707,3.40
3625,3.6251672,3.6251707,3.50
3626,3.6261671,3.6261706,3.50
3627,3.6271671,3.6271706,3.50
3628,3.6281670,3.6281706,3.60
3629,3.6291670,3.6291704,3.40
3630,3.6301669,3.6301703,3.40
3631,3.6311668,3.6311703,3.50
3632,3.6321668,3.6321703,3.50
3633,3.6331667,3.6331702,3.50
3634,3.6341666,3.6341701,3.50
3635,3.6351666,3.6351701,3.50
3636,3.6361665,3.6361700,3.50
3637,3.6371664,3.6371699,3.50
3638,3.6381664,3.6381699,3.50
3639,3.6391663,3.6391698,3.50
3640,3.6401663,3.6401698,3.50
3641,3.6411662,3.6411697,3.50
3642,3.6421661,3.6421696,3.50
3643,3.6431661,3.6431696,3.50
3644,3.6441660,3.6441695,3.50
3645,3.6451659,3.6451694,3.50
3646,3.6461659,3.6461694,3.50
3647,3.6471658,3.6471693,3.50
3648,3.6481658,3.6481692,3.40
3649,3.6491657,3.6491692,3.50
3650,3.6501656,3.6501691,3.50
3651,3.6511656,3.6511690,3.40
3652,3.6521655,3.6521690,3.50
3653,3.6531654,3.6531689,3.50
3654,3.6541654,3.6541689,3.50
3655,3.6551653,3.6551688,3.50
3656,3.6561653,3.6561687,3.40
3657,3.6571652,3.6571756,10.40
3658,3.6581651,3.6581686,3.50
3659,3.6591651,3.6591686,3.50
3660,3.6601650,3.6601685,3.50
3661,3.6611649,3.6611684,3.50
3662,3.6621649,3.6621683,3.40
3663,3.6631648,3.6631683,3.50
3664,3.6641648,3.6641682,3.40
3665,3.6651647,3.6651682,3.50
3666,3.6661646,3.6661681,3.50
3667,3.6671646,3.6671680,3.40
3668,3.6681645,3.6681680,3.50
3669,3.6691644,3.6691679,3.50
3670,3.6701644,3.6701678,3.40
3671,3.6711643,3.6711678,3.50
3672,3.6721643,3.6721677,3.40
3673,3.6731642,3.6731677,3.50
3674,3.6741641,3.6741676,3.50
3675,3.6751641,3.6751675,3.40
3676,3.6761640,3.6761675,3.50
